risk_score_id,assessment_date,grid_id,kecamatan,kelurahan,threat_type,time_window,risk_score,risk_class,historical_factor,recent_trend_factor,temporal_factor,spatial_factor,context_factor,model_version,window_start,window_end,weights_version
RS-01742,2025-10-08,JKS-032,Jagakarsa,Lenteng Agung,CURAS,06:00-12:00,32,Low,29,36,29,29,42,dummy-v1,2025-10-08T06:00+07:00,2025-10-08T12:00+07:00,dummy-v1
RS-01743,2025-10-08,JKS-032,Jagakarsa,Lenteng Agung,CURAT,12:00-18:00,62,Moderate,88,51,48,48,62,dummy-v1,2025-10-08T12:00+07:00,2025-10-08T18:00+07:00,dummy-v1
RS-01744,2025-10-08,JKS-032,Jagakarsa,Lenteng Agung,CURAS,18:00-23:59,87,Critical,89,77,90,96,86,dummy-v1,2025-10-08T18:00+07:00,2025-10-09T00:00+07:00,dummy-v1
RS-01745,2025-10-15,JKS-032,Jagakarsa,Lenteng Agung,CURAT,00:00-06:00,40,Low,36,28,53,55,32,dummy-v1,2025-10-15T00:00+07:00,2025-10-15T06:00+07:00,dummy-v1
RS-01746,2025-10-15,JKS-032,Jagakarsa,Lenteng Agung,CURAT,06:00-12:00,56,Moderate,75,49,48,42,53,dummy-v1,2025-10-15T06:00+07:00,2025-10-15T12:00+07:00,dummy-v1
RS-01747,2025-10-15,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,12:00-18:00,58,Moderate,55,65,49,63,59,dummy-v1,2025-10-15T12:00+07:00,2025-10-15T18:00+07:00,dummy-v1
RS-01748,2025-10-15,JKS-032,Jagakarsa,Lenteng Agung,CURAT,18:00-23:59,90,Critical,85,100,87,81,99,dummy-v1,2025-10-15T18:00+07:00,2025-10-16T00:00+07:00,dummy-v1
RS-01749,2025-10-22,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,00:00-06:00,26,Low,44,11,26,22,17,dummy-v1,2025-10-22T00:00+07:00,2025-10-22T06:00+07:00,dummy-v1
RS-01750,2025-10-22,JKS-032,Jagakarsa,Lenteng Agung,CURAT,06:00-12:00,46,Moderate,49,41,58,42,32,dummy-v1,2025-10-22T06:00+07:00,2025-10-22T12:00+07:00,dummy-v1
RS-01751,2025-10-22,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,12:00-18:00,60,Moderate,70,50,59,66,48,dummy-v1,2025-10-22T12:00+07:00,2025-10-22T18:00+07:00,dummy-v1
RS-01752,2025-10-22,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,18:00-23:59,74,High,85,76,59,64,82,dummy-v1,2025-10-22T18:00+07:00,2025-10-23T00:00+07:00,dummy-v1
RS-01753,2025-10-29,JKS-032,Jagakarsa,Lenteng Agung,CURAT,00:00-06:00,44,Low,31,58,44,38,57,dummy-v1,2025-10-29T00:00+07:00,2025-10-29T06:00+07:00,dummy-v1
RS-01754,2025-10-29,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,06:00-12:00,64,Moderate,82,51,62,51,65,dummy-v1,2025-10-29T06:00+07:00,2025-10-29T12:00+07:00,dummy-v1
RS-01755,2025-10-29,JKS-032,Jagakarsa,Lenteng Agung,CURAS,12:00-18:00,59,Moderate,76,44,58,48,63,dummy-v1,2025-10-29T12:00+07:00,2025-10-29T18:00+07:00,dummy-v1
RS-01756,2025-10-29,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,18:00-23:59,48,Moderate,24,62,58,56,53,dummy-v1,2025-10-29T18:00+07:00,2025-10-30T00:00+07:00,dummy-v1
RS-01757,2025-11-05,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,00:00-06:00,31,Low,22,33,38,37,29,dummy-v1,2025-11-05T00:00+07:00,2025-11-05T06:00+07:00,dummy-v1
RS-01758,2025-11-05,JKS-032,Jagakarsa,Lenteng Agung,CURAT,06:00-12:00,46,Moderate,36,49,60,33,61,dummy-v1,2025-11-05T06:00+07:00,2025-11-05T12:00+07:00,dummy-v1
RS-01759,2025-11-05,JKS-032,Jagakarsa,Lenteng Agung,CURAT,12:00-18:00,72,High,45,83,83,84,87,dummy-v1,2025-11-05T12:00+07:00,2025-11-05T18:00+07:00,dummy-v1
RS-01760,2025-11-05,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,18:00-23:59,78,High,78,86,68,76,81,dummy-v1,2025-11-05T18:00+07:00,2025-11-06T00:00+07:00,dummy-v1
RS-01761,2025-11-12,JKS-032,Jagakarsa,Lenteng Agung,CURAT,00:00-06:00,43,Low,39,52,28,54,47,dummy-v1,2025-11-12T00:00+07:00,2025-11-12T06:00+07:00,dummy-v1
RS-01762,2025-11-12,JKS-032,Jagakarsa,Lenteng Agung,CURAT,06:00-12:00,31,Low,15,46,42,30,21,dummy-v1,2025-11-12T06:00+07:00,2025-11-12T12:00+07:00,dummy-v1
RS-01763,2025-11-12,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,12:00-18:00,51,Moderate,47,48,54,60,52,dummy-v1,2025-11-12T12:00+07:00,2025-11-12T18:00+07:00,dummy-v1
RS-01764,2025-11-12,JKS-032,Jagakarsa,Lenteng Agung,CURAS,18:00-23:59,60,Moderate,61,67,51,48,75,dummy-v1,2025-11-12T18:00+07:00,2025-11-13T00:00+07:00,dummy-v1
RS-01765,2025-11-19,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,00:00-06:00,60,Moderate,58,60,59,58,72,dummy-v1,2025-11-19T00:00+07:00,2025-11-19T06:00+07:00,dummy-v1
RS-01766,2025-11-19,JKS-032,Jagakarsa,Lenteng Agung,CURAT,06:00-12:00,54,Moderate,61,69,42,40,41,dummy-v1,2025-11-19T06:00+07:00,2025-11-19T12:00+07:00,dummy-v1
RS-01767,2025-11-19,JKS-032,Jagakarsa,Lenteng Agung,CURAT,12:00-18:00,58,Moderate,55,51,71,52,69,dummy-v1,2025-11-19T12:00+07:00,2025-11-19T18:00+07:00,dummy-v1
RS-01768,2025-11-19,JKS-032,Jagakarsa,Lenteng Agung,CURAT,18:00-23:59,74,High,73,89,66,71,61,dummy-v1,2025-11-19T18:00+07:00,2025-11-20T00:00+07:00,dummy-v1
RS-01769,2025-11-26,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,00:00-06:00,35,Low,37,27,43,27,45,dummy-v1,2025-11-26T00:00+07:00,2025-11-26T06:00+07:00,dummy-v1
RS-01770,2025-11-26,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,06:00-12:00,48,Moderate,56,38,50,36,62,dummy-v1,2025-11-26T06:00+07:00,2025-11-26T12:00+07:00,dummy-v1
RS-01771,2025-11-26,JKS-032,Jagakarsa,Lenteng Agung,CURAS,12:00-18:00,30,Low,43,25,18,37,16,dummy-v1,2025-11-26T12:00+07:00,2025-11-26T18:00+07:00,dummy-v1
RS-01772,2025-11-26,JKS-032,Jagakarsa,Lenteng Agung,CURAS,18:00-23:59,56,Moderate,63,56,55,50,46,dummy-v1,2025-11-26T18:00+07:00,2025-11-27T00:00+07:00,dummy-v1
RS-01773,2025-12-03,JKS-032,Jagakarsa,Lenteng Agung,CURAT,00:00-06:00,67,Moderate,86,66,55,54,55,dummy-v1,2025-12-03T00:00+07:00,2025-12-03T06:00+07:00,dummy-v1
RS-01774,2025-12-03,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,06:00-12:00,26,Low,21,14,40,31,34,dummy-v1,2025-12-03T06:00+07:00,2025-12-03T12:00+07:00,dummy-v1
RS-01775,2025-12-03,JKS-032,Jagakarsa,Lenteng Agung,CURAT,12:00-18:00,42,Low,23,46,48,57,54,dummy-v1,2025-12-03T12:00+07:00,2025-12-03T18:00+07:00,dummy-v1
RS-01776,2025-12-03,JKS-032,Jagakarsa,Lenteng Agung,CURAT,18:00-23:59,44,Low,49,46,34,53,30,dummy-v1,2025-12-03T18:00+07:00,2025-12-04T00:00+07:00,dummy-v1
RS-01777,2025-12-10,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,00:00-06:00,27,Low,24,40,24,14,30,dummy-v1,2025-12-10T00:00+07:00,2025-12-10T06:00+07:00,dummy-v1
RS-01778,2025-12-10,JKS-032,Jagakarsa,Lenteng Agung,CURAS,06:00-12:00,73,High,72,72,78,77,63,dummy-v1,2025-12-10T06:00+07:00,2025-12-10T12:00+07:00,dummy-v1
RS-01779,2025-12-10,JKS-032,Jagakarsa,Lenteng Agung,CURAT,12:00-18:00,50,Moderate,54,58,39,36,61,dummy-v1,2025-12-10T12:00+07:00,2025-12-10T18:00+07:00,dummy-v1
RS-01780,2025-12-10,JKS-032,Jagakarsa,Lenteng Agung,CURAT,18:00-23:59,79,High,91,65,90,65,77,dummy-v1,2025-12-10T18:00+07:00,2025-12-11T00:00+07:00,dummy-v1
RS-01781,2025-12-17,JKS-032,Jagakarsa,Lenteng Agung,CURAT,00:00-06:00,52,Moderate,46,65,37,55,64,dummy-v1,2025-12-17T00:00+07:00,2025-12-17T06:00+07:00,dummy-v1
RS-01782,2025-12-17,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,06:00-12:00,60,Moderate,63,59,56,59,63,dummy-v1,2025-12-17T06:00+07:00,2025-12-17T12:00+07:00,dummy-v1
RS-01783,2025-12-17,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,12:00-18:00,35,Low,47,22,33,38,32,dummy-v1,2025-12-17T12:00+07:00,2025-12-17T18:00+07:00,dummy-v1
RS-01784,2025-12-17,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,18:00-23:59,72,High,81,73,69,66,58,dummy-v1,2025-12-17T18:00+07:00,2025-12-18T00:00+07:00,dummy-v1
RS-01785,2025-12-24,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,00:00-06:00,44,Low,46,41,49,30,57,dummy-v1,2025-12-24T00:00+07:00,2025-12-24T06:00+07:00,dummy-v1
RS-01786,2025-12-24,JKS-032,Jagakarsa,Lenteng Agung,CURAS,06:00-12:00,25,Low,19,25,28,31,29,dummy-v1,2025-12-24T06:00+07:00,2025-12-24T12:00+07:00,dummy-v1
RS-01787,2025-12-24,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,12:00-18:00,62,Moderate,60,64,61,66,59,dummy-v1,2025-12-24T12:00+07:00,2025-12-24T18:00+07:00,dummy-v1
RS-01788,2025-12-24,JKS-032,Jagakarsa,Lenteng Agung,CURAS,18:00-23:59,67,Moderate,68,63,63,80,63,dummy-v1,2025-12-24T18:00+07:00,2025-12-25T00:00+07:00,dummy-v1
RS-01789,2025-12-31,JKS-032,Jagakarsa,Lenteng Agung,CURAS,00:00-06:00,64,Moderate,64,58,77,59,60,dummy-v1,2025-12-31T00:00+07:00,2025-12-31T06:00+07:00,dummy-v1
RS-01790,2025-12-31,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,06:00-12:00,35,Low,18,42,47,41,37,dummy-v1,2025-12-31T06:00+07:00,2025-12-31T12:00+07:00,dummy-v1
RS-01791,2025-12-31,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,12:00-18:00,32,Low,41,25,28,21,47,dummy-v1,2025-12-31T12:00+07:00,2025-12-31T18:00+07:00,dummy-v1
RS-01792,2025-12-31,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,18:00-23:59,84,High,83,80,77,93,96,dummy-v1,2025-12-31T18:00+07:00,2026-01-01T00:00+07:00,dummy-v1
RS-01793,2025-10-01,JKS-033,Jagakarsa,Srengseng Sawah,CURANMOR,00:00-06:00,42,Low,56,47,33,27,28,dummy-v1,2025-10-01T00:00+07:00,2025-10-01T06:00+07:00,dummy-v1
RS-01794,2025-10-01,JKS-033,Jagakarsa,Srengseng Sawah,CURAT,06:00-12:00,57,Moderate,51,57,61,72,46,dummy-v1,2025-10-01T06:00+07:00,2025-10-01T12:00+07:00,dummy-v1
RS-01795,2025-10-01,JKS-033,Jagakarsa,Srengseng Sawah,CURAT,12:00-18:00,33,Low,40,36,22,23,40,dummy-v1,2025-10-01T12:00+07:00,2025-10-01T18:00+07:00,dummy-v1
RS-01796,2025-10-01,JKS-033,Jagakarsa,Srengseng Sawah,CURAT,18:00-23:59,56,Moderate,42,63,67,64,48,dummy-v1,2025-10-01T18:00+07:00,2025-10-02T00:00+07:00,dummy-v1
RS-01797,2025-10-08,JKS-033,Jagakarsa,Srengseng Sawah,CURAT,00:00-06:00,29,Low,20,37,33,25,34,dummy-v1,2025-10-08T00:00+07:00,2025-10-08T06:00+07:00,dummy-v1
RS-01798,2025-10-08,JKS-033,Jagakarsa,Srengseng Sawah,CURANMOR,06:00-12:00,72,High,53,76,85,86,71,dummy-v1,2025-10-08T06:00+07:00,2025-10-08T12:00+07:00,dummy-v1
RS-01799,2025-10-08,JKS-033,Jagakarsa,Srengseng Sawah,CURAT,12:00-18:00,28,Low,23,24,39,34,23,dummy-v1,2025-10-08T12:00+07:00,2025-10-08T18:00+07:00,dummy-v1
RS-01800,2025-10-08,JKS-033,Jagakarsa,Srengseng Sawah,CURAT,18:00-23:59,55,Moderate,37,70,62,60,49,dummy-v1,2025-10-08T18:00+07:00,2025-10-09T00:00+07:00,dummy-v1
RS-01801,2025-10-15,JKS-033,Jagakarsa,Srengseng Sawah,CURAT,00:00-06:00,66,Moderate,68,75,64,56,57,dummy-v1,2025-10-15T00:00+07:00,2025-10-15T06:00+07:00,dummy-v1
RS-01802,2025-10-15,JKS-033,Jagakarsa,Srengseng Sawah,CURAS,06:00-12:00,34,Low,32,35,42,23,39,dummy-v1,2025-10-15T06:00+07:00,2025-10-15T12:00+07:00,dummy-v1
RS-01803,2025-10-15,JKS-033,Jagakarsa,Srengseng Sawah,CURAS,12:00-18:00,52,Moderate,68,48,49,40,37,dummy-v1,2025-10-15T12:00+07:00,2025-10-15T18:00+07:00,dummy-v1
RS-01804,2025-10-15,JKS-033,Jagakarsa,Srengseng Sawah,CURAS,18:00-23:59,87,Critical,85,95,77,85,96,dummy-v1,2025-10-15T18:00+07:00,2025-10-16T00:00+07:00,dummy-v1
RS-01805,2025-10-22,JKS-033,Jagakarsa,Srengseng Sawah,CURAS,00:00-06:00,71,High,59,72,72,82,86,dummy-v1,2025-10-22T00:00+07:00,2025-10-22T06:00+07:00,dummy-v1
RS-01806,2025-10-22,JKS-033,Jagakarsa,Srengseng Sawah,CURAT,06:00-12:00,41,Low,32,32,52,54,50,dummy-v1,2025-10-22T06:00+07:00,2025-10-22T12:00+07:00,dummy-v1
RS-01807,2025-10-22,JKS-033,Jagakarsa,Srengseng Sawah,CURAS,12:00-18:00,56,Moderate,53,53,54,60,69,dummy-v1,2025-10-22T12:00+07:00,2025-10-22T18:00+07:00,dummy-v1
RS-01808,2025-10-22,JKS-033,Jagakarsa,Srengseng Sawah,CURANMOR,18:00-23:59,91,Critical,96,91,80,90,100,dummy-v1,2025-10-22T18:00+07:00,2025-10-23T00:00+07:00,dummy-v1
RS-01809,2025-10-29,JKS-033,Jagakarsa,Srengseng Sawah,CURANMOR,00:00-06:00,38,Low,44,26,48,36,33,dummy-v1,2025-10-29T00:00+07:00,2025-10-29T06:00+07:00,dummy-v1
RS-01810,2025-10-29,JKS-033,Jagakarsa,Srengseng Sawah,CURAT,06:00-12:00,58,Moderate,64,43,65,68,50,dummy-v1,2025-10-29T06:00+07:00,2025-10-29T12:00+07:00,dummy-v1
RS-01811,2025-10-29,JKS-033,Jagakarsa,Srengseng Sawah,CURAT,12:00-18:00,35,Low,58,23,21,26,38,dummy-v1,2025-10-29T12:00+07:00,2025-10-29T18:00+07:00,dummy-v1
RS-01812,2025-10-29,JKS-033,Jagakarsa,Srengseng Sawah,CURAS,18:00-23:59,55,Moderate,71,42,48,44,69,dummy-v1,2025-10-29T18:00+07:00,2025-10-30T00:00+07:00,dummy-v1
RS-01813,2025-11-05,JKS-033,Jagakarsa,Srengseng Sawah,CURAS,00:00-06:00,35,Low,48,20,34,41,27,dummy-v1,2025-11-05T00:00+07:00,2025-11-05T06:00+07:00,dummy-v1
RS-01814,2025-11-05,JKS-033,Jagakarsa,Srengseng Sawah,CURAS,06:00-12:00,31,Low,4,43,44,39,43,dummy-v1,2025-11-05T06:00+07:00,2025-11-05T12:00+07:00,dummy-v1
RS-01815,2025-11-05,JKS-033,Jagakarsa,Srengseng Sawah,CURANMOR,12:00-18:00,28,Low,26,43,16,23,28,dummy-v1,2025-11-05T12:00+07:00,2025-11-05T18:00+07:00,dummy-v1
RS-01816,2025-11-05,JKS-033,Jagakarsa,Srengseng Sawah,CURAT,18:00-23:59,59,Moderate,64,54,62,62,47,dummy-v1,2025-11-05T18:00+07:00,2025-11-06T00:00+07:00,dummy-v1
RS-01817,2025-11-12,JKS-033,Jagakarsa,Srengseng Sawah,CURANMOR,00:00-06:00,64,Moderate,63,73,54,69,57,dummy-v1,2025-11-12T00:00+07:00,2025-11-12T06:00+07:00,dummy-v1
RS-01818,2025-11-12,JKS-033,Jagakarsa,Srengseng Sawah,CURAS,06:00-12:00,71,High,75,77,59,77,60,dummy-v1,2025-11-12T06:00+07:00,2025-11-12T12:00+07:00,dummy-v1
RS-01819,2025-11-12,JKS-033,Jagakarsa,Srengseng Sawah,CURANMOR,12:00-18:00,28,Low,48,22,14,25,16,dummy-v1,2025-11-12T12:00+07:00,2025-11-12T18:00+07:00,dummy-v1
RS-01820,2025-11-12,JKS-033,Jagakarsa,Srengseng Sawah,CURAT,18:00-23:59,39,Low,33,37,36,53,47,dummy-v1,2025-11-12T18:00+07:00,2025-11-13T00:00+07:00,dummy-v1
RS-01821,2025-11-19,JKS-033,Jagakarsa,Srengseng Sawah,CURANMOR,00:00-06:00,38,Low,27,48,48,38,26,dummy-v1,2025-11-19T00:00+07:00,2025-11-19T06:00+07:00,dummy-v1
RS-01822,2025-11-19,JKS-033,Jagakarsa,Srengseng Sawah,CURANMOR,06:00-12:00,30,Low,43,17,27,36,21,dummy-v1,2025-11-19T06:00+07:00,2025-11-19T12:00+07:00,dummy-v1
RS-01823,2025-11-19,JKS-033,Jagakarsa,Srengseng Sawah,CURAT,12:00-18:00,58,Moderate,61,57,63,51,52,dummy-v1,2025-11-19T12:00+07:00,2025-11-19T18:00+07:00,dummy-v1
RS-01824,2025-11-19,JKS-033,Jagakarsa,Srengseng Sawah,CURAS,18:00-23:59,82,High,78,81,82,89,87,dummy-v1,2025-11-19T18:00+07:00,2025-11-20T00:00+07:00,dummy-v1
RS-01825,2025-11-26,JKS-033,Jagakarsa,Srengseng Sawah,CURAS,00:00-06:00,33,Low,44,18,36,31,35,dummy-v1,2025-11-26T00:00+07:00,2025-11-26T06:00+07:00,dummy-v1
RS-01826,2025-11-26,JKS-033,Jagakarsa,Srengseng Sawah,CURAS,06:00-12:00,71,High,65,85,65,72,64,dummy-v1,2025-11-26T06:00+07:00,2025-11-26T12:00+07:00,dummy-v1
RS-01827,2025-11-26,JKS-033,Jagakarsa,Srengseng Sawah,CURAT,12:00-18:00,48,Moderate,41,46,58,62,34,dummy-v1,2025-11-26T12:00+07:00,2025-11-26T18:00+07:00,dummy-v1
RS-01828,2025-11-26,JKS-033,Jagakarsa,Srengseng Sawah,CURANMOR,18:00-23:59,59,Moderate,64,47,70,50,67,dummy-v1,2025-11-26T18:00+07:00,2025-11-27T00:00+07:00,dummy-v1
RS-01829,2025-12-03,JKS-033,Jagakarsa,Srengseng Sawah,CURANMOR,00:00-06:00,47,Moderate,39,58,43,57,37,dummy-v1,2025-12-03T00:00+07:00,2025-12-03T06:00+07:00,dummy-v1
RS-01830,2025-12-03,JKS-033,Jagakarsa,Srengseng Sawah,CURANMOR,06:00-12:00,29,Low,27,16,40,36,35,dummy-v1,2025-12-03T06:00+07:00,2025-12-03T12:00+07:00,dummy-v1
RS-01831,2025-12-03,JKS-033,Jagakarsa,Srengseng Sawah,CURAS,12:00-18:00,51,Moderate,36,63,62,44,55,dummy-v1,2025-12-03T12:00+07:00,2025-12-03T18:00+07:00,dummy-v1
RS-01832,2025-12-03,JKS-033,Jagakarsa,Srengseng Sawah,CURAT,18:00-23:59,77,High,63,87,90,68,81,dummy-v1,2025-12-03T18:00+07:00,2025-12-04T00:00+07:00,dummy-v1
RS-01833,2025-12-10,JKS-033,Jagakarsa,Srengseng Sawah,CURANMOR,00:00-06:00,56,Moderate,61,53,55,49,61,dummy-v1,2025-12-10T00:00+07:00,2025-12-10T06:00+07:00,dummy-v1
RS-01834,2025-12-10,JKS-033,Jagakarsa,Srengseng Sawah,CURAT,06:00-12:00,26,Low,30,29,25,23,13,dummy-v1,2025-12-10T06:00+07:00,2025-12-10T12:00+07:00,dummy-v1
RS-01835,2025-12-10,JKS-033,Jagakarsa,Srengseng Sawah,CURAT,12:00-18:00,58,Moderate,53,59,72,53,51,dummy-v1,2025-12-10T12:00+07:00,2025-12-10T18:00+07:00,dummy-v1
RS-01836,2025-12-10,JKS-033,Jagakarsa,Srengseng Sawah,CURAT,18:00-23:59,55,Moderate,34,66,66,60,60,dummy-v1,2025-12-10T18:00+07:00,2025-12-11T00:00+07:00,dummy-v1
RS-01837,2025-12-17,JKS-033,Jagakarsa,Srengseng Sawah,CURANMOR,00:00-06:00,55,Moderate,52,70,46,52,50,dummy-v1,2025-12-17T00:00+07:00,2025-12-17T06:00+07:00,dummy-v1
RS-01838,2025-12-17,JKS-033,Jagakarsa,Srengseng Sawah,CURANMOR,06:00-12:00,46,Moderate,36,58,42,57,39,dummy-v1,2025-12-17T06:00+07:00,2025-12-17T12:00+07:00,dummy-v1
RS-01839,2025-12-17,JKS-033,Jagakarsa,Srengseng Sawah,CURANMOR,12:00-18:00,58,Moderate,30,65,73,72,73,dummy-v1,2025-12-17T12:00+07:00,2025-12-17T18:00+07:00,dummy-v1
RS-01840,2025-12-17,JKS-033,Jagakarsa,Srengseng Sawah,CURAT,18:00-23:59,63,Moderate,69,59,56,77,49,dummy-v1,2025-12-17T18:00+07:00,2025-12-18T00:00+07:00,dummy-v1
RS-01841,2025-12-24,JKS-033,Jagakarsa,Srengseng Sawah,CURANMOR,00:00-06:00,36,Low,8,50,43,50,50,dummy-v1,2025-12-24T00:00+07:00,2025-12-24T06:00+07:00,dummy-v1
RS-01842,2025-12-24,JKS-033,Jagakarsa,Srengseng Sawah,CURANMOR,06:00-12:00,69,Moderate,56,79,74,82,54,dummy-v1,2025-12-24T06:00+07:00,2025-12-24T12:00+07:00,dummy-v1
RS-01843,2025-12-24,JKS-033,Jagakarsa,Srengseng Sawah,CURAT,12:00-18:00,61,Moderate,78,57,56,47,51,dummy-v1,2025-12-24T12:00+07:00,2025-12-24T18:00+07:00,dummy-v1
RS-01844,2025-12-24,JKS-033,Jagakarsa,Srengseng Sawah,CURANMOR,18:00-23:59,74,High,83,70,75,63,70,dummy-v1,2025-12-24T18:00+07:00,2025-12-25T00:00+07:00,dummy-v1
RS-01845,2025-12-31,JKS-033,Jagakarsa,Srengseng Sawah,CURANMOR,00:00-06:00,46,Moderate,43,44,58,32,56,dummy-v1,2025-12-31T00:00+07:00,2025-12-31T06:00+07:00,dummy-v1
RS-01846,2025-12-31,JKS-033,Jagakarsa,Srengseng Sawah,CURAT,06:00-12:00,56,Moderate,52,52,56,65,63,dummy-v1,2025-12-31T06:00+07:00,2025-12-31T12:00+07:00,dummy-v1
RS-01847,2025-12-31,JKS-033,Jagakarsa,Srengseng Sawah,CURANMOR,12:00-18:00,63,Moderate,62,69,65,54,59,dummy-v1,2025-12-31T12:00+07:00,2025-12-31T18:00+07:00,dummy-v1
RS-01848,2025-12-31,JKS-033,Jagakarsa,Srengseng Sawah,CURANMOR,18:00-23:59,50,Moderate,39,55,61,54,43,dummy-v1,2025-12-31T18:00+07:00,2026-01-01T00:00+07:00,dummy-v1
RS-01849,2025-12-26,JKS-001,Kebayoran Baru,Senayan,CURAT,18:00-23:59,76,High,79,91,62,65,75,dummy-v1,2025-12-26T18:00+07:00,2025-12-27T00:00+07:00,dummy-v1
RS-01850,2025-10-24,JKS-004,Kebayoran Baru,Cipete Utara,CURANMOR,12:00-18:00,67,Moderate,53,81,73,63,67,dummy-v1,2025-10-24T12:00+07:00,2025-10-24T18:00+07:00,dummy-v1
RS-01851,2025-12-02,JKS-008,Kebayoran Lama,Grogol Utara,CURANMOR,12:00-18:00,89,Critical,94,88,88,85,85,dummy-v1,2025-12-02T12:00+07:00,2025-12-02T18:00+07:00,dummy-v1
RS-01852,2025-12-09,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,06:00-12:00,73,High,72,61,82,82,75,dummy-v1,2025-12-09T06:00+07:00,2025-12-09T12:00+07:00,dummy-v1
RS-01853,2025-12-10,JKS-002,Kebayoran Baru,Gunung,CURANMOR,06:00-12:00,68,Moderate,68,59,79,72,64,dummy-v1,2025-12-10T06:00+07:00,2025-12-10T12:00+07:00,dummy-v1
RS-01854,2025-12-01,JKS-023,Tebet,Manggarai,CURAT,00:00-06:00,73,High,54,88,76,81,75,dummy-v1,2025-12-01T00:00+07:00,2025-12-01T06:00+07:00,dummy-v1
RS-01855,2025-12-10,JKS-026,Mampang Prapatan,Tegal Parang,CURAS,18:00-23:59,79,High,86,71,77,88,69,dummy-v1,2025-12-10T18:00+07:00,2025-12-11T00:00+07:00,dummy-v1
RS-01856,2025-11-06,JKS-022,Tebet,Menteng Dalam,CURANMOR,18:00-23:59,51,Moderate,52,50,47,54,54,dummy-v1,2025-11-06T18:00+07:00,2025-11-07T00:00+07:00,dummy-v1
RS-01857,2025-12-08,JKS-019,Pancoran,Kalibata,CURANMOR,18:00-23:59,53,Moderate,54,51,59,43,57,dummy-v1,2025-12-08T18:00+07:00,2025-12-09T00:00+07:00,dummy-v1
RS-01858,2025-12-12,JKS-019,Pancoran,Kalibata,CURANMOR,18:00-23:59,51,Moderate,50,38,64,65,39,dummy-v1,2025-12-12T18:00+07:00,2025-12-13T00:00+07:00,dummy-v1
RS-01859,2025-10-20,JKS-008,Kebayoran Lama,Grogol Utara,CURANMOR,18:00-23:59,75,High,92,64,62,81,67,dummy-v1,2025-10-20T18:00+07:00,2025-10-21T00:00+07:00,dummy-v1
RS-01860,2025-12-12,JKS-011,Cilandak,Lebak Bulus,CURAT,12:00-18:00,47,Moderate,47,40,59,37,56,dummy-v1,2025-12-12T12:00+07:00,2025-12-12T18:00+07:00,dummy-v1
RS-01861,2025-10-13,JKS-019,Pancoran,Kalibata,CURANMOR,00:00-06:00,72,High,77,68,73,72,65,dummy-v1,2025-10-13T00:00+07:00,2025-10-13T06:00+07:00,dummy-v1
RS-01862,2025-11-29,JKS-006,Kebayoran Lama,Pondok Pinang,CURANMOR,12:00-18:00,54,Moderate,59,60,54,42,42,dummy-v1,2025-11-29T12:00+07:00,2025-11-29T18:00+07:00,dummy-v1
RS-01863,2025-12-31,JKS-013,Pasar Minggu,Pejaten Barat,CURANMOR,18:00-23:59,81,High,75,92,92,70,67,dummy-v1,2025-12-31T18:00+07:00,2026-01-01T00:00+07:00,dummy-v1
RS-01864,2025-12-07,JKS-013,Pasar Minggu,Pejaten Barat,CURANMOR,18:00-23:59,56,Moderate,68,46,56,46,59,dummy-v1,2025-12-07T18:00+07:00,2025-12-08T00:00+07:00,dummy-v1
RS-01865,2025-11-23,JKS-009,Cilandak,Cipete Selatan,CURANMOR,00:00-06:00,63,Moderate,54,75,72,56,53,dummy-v1,2025-11-23T00:00+07:00,2025-11-23T06:00+07:00,dummy-v1
RS-01866,2025-12-09,JKS-018,Pancoran,Duren Tiga,CURANMOR,00:00-06:00,54,Moderate,37,59,62,63,63,dummy-v1,2025-12-09T00:00+07:00,2025-12-09T06:00+07:00,dummy-v1
RS-01867,2025-11-04,JKS-010,Cilandak,Gandaria Selatan,CURANMOR,18:00-23:59,65,Moderate,74,52,72,55,72,dummy-v1,2025-11-04T18:00+07:00,2025-11-05T00:00+07:00,dummy-v1
