risk_score_id,assessment_date,grid_id,kecamatan,kelurahan,threat_type,time_window,risk_score,risk_class,historical_factor,recent_trend_factor,temporal_factor,spatial_factor,context_factor,model_version,is_synthetic
RS-01600,2025-11-19,JKS-029,Setiabudi,Menteng Atas,CURAT,18:00-23:59,65,Moderate,24,5,12,20,3,dummy-v1,True
RS-01601,2025-11-26,JKS-029,Setiabudi,Menteng Atas,CURAS,00:00-06:00,65,Moderate,16,19,7,19,9,dummy-v1,True
RS-01602,2025-11-26,JKS-029,Setiabudi,Menteng Atas,CURAS,06:00-12:00,68,Moderate,11,23,12,11,10,dummy-v1,True
RS-01603,2025-11-26,JKS-029,Setiabudi,Menteng Atas,CURANMOR,12:00-18:00,32,Low,18,6,6,19,6,dummy-v1,True
RS-01604,2025-11-26,JKS-029,Setiabudi,Menteng Atas,CURAS,18:00-23:59,79,High,30,22,18,14,4,dummy-v1,True
RS-01605,2025-12-03,JKS-029,Setiabudi,Menteng Atas,CURANMOR,00:00-06:00,43,Low,25,6,13,6,0,dummy-v1,True
RS-01606,2025-12-03,JKS-029,Setiabudi,Menteng Atas,CURAT,06:00-12:00,50,Moderate,29,22,17,14,10,dummy-v1,True
RS-01607,2025-12-03,JKS-029,Setiabudi,Menteng Atas,CURANMOR,12:00-18:00,59,Moderate,15,24,9,15,8,dummy-v1,True
RS-01608,2025-12-03,JKS-029,Setiabudi,Menteng Atas,CURAS,18:00-23:59,59,Moderate,17,22,20,16,5,dummy-v1,True
RS-01609,2025-12-10,JKS-029,Setiabudi,Menteng Atas,CURAS,00:00-06:00,35,Low,15,9,19,10,4,dummy-v1,True
RS-01610,2025-12-10,JKS-029,Setiabudi,Menteng Atas,CURAT,06:00-12:00,40,Low,30,5,7,18,6,dummy-v1,True
RS-01611,2025-12-10,JKS-029,Setiabudi,Menteng Atas,CURAS,12:00-18:00,48,Moderate,16,18,6,18,7,dummy-v1,True
RS-01612,2025-12-10,JKS-029,Setiabudi,Menteng Atas,CURAS,18:00-23:59,56,Moderate,11,11,17,8,5,dummy-v1,True
RS-01613,2025-12-17,JKS-029,Setiabudi,Menteng Atas,CURAS,00:00-06:00,42,Low,24,7,8,5,5,dummy-v1,True
RS-01614,2025-12-17,JKS-029,Setiabudi,Menteng Atas,CURANMOR,06:00-12:00,64,Moderate,23,8,11,14,9,dummy-v1,True
RS-01615,2025-12-17,JKS-029,Setiabudi,Menteng Atas,CURAT,12:00-18:00,40,Low,26,10,20,6,10,dummy-v1,True
RS-01616,2025-12-17,JKS-029,Setiabudi,Menteng Atas,CURAT,18:00-23:59,62,Moderate,20,16,9,6,5,dummy-v1,True
RS-01617,2025-12-24,JKS-029,Setiabudi,Menteng Atas,CURAT,00:00-06:00,42,Low,15,5,13,19,7,dummy-v1,True
RS-01618,2025-12-24,JKS-029,Setiabudi,Menteng Atas,CURAS,06:00-12:00,70,High,29,12,14,6,1,dummy-v1,True
RS-01619,2025-12-24,JKS-029,Setiabudi,Menteng Atas,CURAT,12:00-18:00,43,Low,13,17,10,19,4,dummy-v1,True
RS-01620,2025-12-24,JKS-029,Setiabudi,Menteng Atas,CURAT,18:00-23:59,67,Moderate,25,24,15,14,8,dummy-v1,True
RS-01621,2025-12-31,JKS-029,Setiabudi,Menteng Atas,CURANMOR,00:00-06:00,31,Low,29,11,15,6,2,dummy-v1,True
RS-01622,2025-12-31,JKS-029,Setiabudi,Menteng Atas,CURAT,06:00-12:00,25,Low,14,22,17,10,5,dummy-v1,True
RS-01623,2025-12-31,JKS-029,Setiabudi,Menteng Atas,CURAT,12:00-18:00,51,Moderate,12,7,14,11,3,dummy-v1,True
RS-01624,2025-12-31,JKS-029,Setiabudi,Menteng Atas,CURAS,18:00-23:59,78,High,18,7,10,9,3,dummy-v1,True
RS-01625,2025-10-01,JKS-030,Jagakarsa,Jagakarsa,CURAT,00:00-06:00,48,Moderate,18,19,16,13,4,dummy-v1,True
RS-01626,2025-10-01,JKS-030,Jagakarsa,Jagakarsa,CURAS,06:00-12:00,51,Moderate,18,21,16,20,2,dummy-v1,True
RS-01627,2025-10-01,JKS-030,Jagakarsa,Jagakarsa,CURAS,12:00-18:00,31,Low,30,10,8,12,3,dummy-v1,True
RS-01628,2025-10-01,JKS-030,Jagakarsa,Jagakarsa,CURAT,18:00-23:59,69,Moderate,25,9,16,18,9,dummy-v1,True
RS-01629,2025-10-08,JKS-030,Jagakarsa,Jagakarsa,CURAS,00:00-06:00,30,Low,28,14,11,17,0,dummy-v1,True
RS-01630,2025-10-08,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,06:00-12:00,25,Low,13,18,10,18,0,dummy-v1,True
RS-01631,2025-10-08,JKS-030,Jagakarsa,Jagakarsa,CURAT,12:00-18:00,44,Low,10,17,20,12,5,dummy-v1,True
RS-01632,2025-10-08,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,18:00-23:59,34,Low,14,24,19,9,7,dummy-v1,True
RS-01633,2025-10-15,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,00:00-06:00,51,Moderate,14,20,16,10,9,dummy-v1,True
RS-01634,2025-10-15,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,06:00-12:00,46,Moderate,20,25,5,8,2,dummy-v1,True
RS-01635,2025-10-15,JKS-030,Jagakarsa,Jagakarsa,CURAS,12:00-18:00,74,High,25,17,17,11,7,dummy-v1,True
RS-01636,2025-10-15,JKS-030,Jagakarsa,Jagakarsa,CURAS,18:00-23:59,85,Critical,14,21,10,10,10,dummy-v1,True
RS-01637,2025-10-22,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,00:00-06:00,48,Moderate,19,19,6,15,8,dummy-v1,True
RS-01638,2025-10-22,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,06:00-12:00,67,Moderate,10,12,14,5,7,dummy-v1,True
RS-01639,2025-10-22,JKS-030,Jagakarsa,Jagakarsa,CURAS,12:00-18:00,69,Moderate,14,10,8,13,8,dummy-v1,True
RS-01640,2025-10-22,JKS-030,Jagakarsa,Jagakarsa,CURAT,18:00-23:59,69,Moderate,26,20,16,13,2,dummy-v1,True
RS-01641,2025-10-29,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,00:00-06:00,26,Low,13,9,10,8,0,dummy-v1,True
RS-01642,2025-10-29,JKS-030,Jagakarsa,Jagakarsa,CURAT,06:00-12:00,69,Moderate,12,24,9,17,9,dummy-v1,True
RS-01643,2025-10-29,JKS-030,Jagakarsa,Jagakarsa,CURAS,12:00-18:00,27,Low,10,19,12,12,3,dummy-v1,True
RS-01644,2025-10-29,JKS-030,Jagakarsa,Jagakarsa,CURAS,18:00-23:59,50,Moderate,13,7,11,18,5,dummy-v1,True
RS-01645,2025-11-05,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,00:00-06:00,57,Moderate,21,22,17,7,4,dummy-v1,True
RS-01646,2025-11-05,JKS-030,Jagakarsa,Jagakarsa,CURAS,06:00-12:00,55,Moderate,12,18,8,17,9,dummy-v1,True
RS-01647,2025-11-05,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,12:00-18:00,58,Moderate,11,14,15,20,7,dummy-v1,True
RS-01648,2025-11-05,JKS-030,Jagakarsa,Jagakarsa,CURAT,18:00-23:59,78,High,27,23,7,5,2,dummy-v1,True
RS-01649,2025-11-12,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,00:00-06:00,59,Moderate,17,21,5,10,0,dummy-v1,True
RS-01650,2025-11-12,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,06:00-12:00,54,Moderate,22,16,9,10,3,dummy-v1,True
RS-01651,2025-11-12,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,12:00-18:00,37,Low,18,21,18,11,3,dummy-v1,True
RS-01652,2025-11-12,JKS-030,Jagakarsa,Jagakarsa,CURAT,18:00-23:59,70,High,16,21,5,5,1,dummy-v1,True
RS-01653,2025-11-19,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,00:00-06:00,42,Low,14,5,11,14,1,dummy-v1,True
RS-01654,2025-11-19,JKS-030,Jagakarsa,Jagakarsa,CURAS,06:00-12:00,27,Low,28,16,19,8,7,dummy-v1,True
RS-01655,2025-11-19,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,12:00-18:00,57,Moderate,15,21,9,11,0,dummy-v1,True
RS-01656,2025-11-19,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,18:00-23:59,51,Moderate,11,22,13,20,3,dummy-v1,True
RS-01657,2025-11-26,JKS-030,Jagakarsa,Jagakarsa,CURAT,00:00-06:00,71,High,19,6,19,8,1,dummy-v1,True
RS-01658,2025-11-26,JKS-030,Jagakarsa,Jagakarsa,CURAS,06:00-12:00,55,Moderate,27,18,12,9,4,dummy-v1,True
RS-01659,2025-11-26,JKS-030,Jagakarsa,Jagakarsa,CURAS,12:00-18:00,32,Low,30,11,17,20,0,dummy-v1,True
RS-01660,2025-11-26,JKS-030,Jagakarsa,Jagakarsa,CURAS,18:00-23:59,62,Moderate,11,10,7,20,3,dummy-v1,True
RS-01661,2025-12-03,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,00:00-06:00,63,Moderate,23,11,8,20,5,dummy-v1,True
RS-01662,2025-12-03,JKS-030,Jagakarsa,Jagakarsa,CURAT,06:00-12:00,55,Moderate,14,19,16,18,0,dummy-v1,True
RS-01663,2025-12-03,JKS-030,Jagakarsa,Jagakarsa,CURAS,12:00-18:00,61,Moderate,19,16,6,5,8,dummy-v1,True
RS-01664,2025-12-03,JKS-030,Jagakarsa,Jagakarsa,CURAS,18:00-23:59,75,High,29,17,8,15,1,dummy-v1,True
RS-01665,2025-12-10,JKS-030,Jagakarsa,Jagakarsa,CURAS,00:00-06:00,65,Moderate,13,16,17,13,1,dummy-v1,True
RS-01666,2025-12-10,JKS-030,Jagakarsa,Jagakarsa,CURAS,06:00-12:00,56,Moderate,16,25,14,16,9,dummy-v1,True
RS-01667,2025-12-10,JKS-030,Jagakarsa,Jagakarsa,CURAT,12:00-18:00,63,Moderate,24,8,12,7,2,dummy-v1,True
RS-01668,2025-12-10,JKS-030,Jagakarsa,Jagakarsa,CURAS,18:00-23:59,39,Low,19,19,6,9,9,dummy-v1,True
RS-01669,2025-12-17,JKS-030,Jagakarsa,Jagakarsa,CURAS,00:00-06:00,46,Moderate,16,23,19,16,1,dummy-v1,True
RS-01670,2025-12-17,JKS-030,Jagakarsa,Jagakarsa,CURAT,06:00-12:00,69,Moderate,29,23,11,12,2,dummy-v1,True
RS-01671,2025-12-17,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,12:00-18:00,30,Low,30,6,5,17,6,dummy-v1,True
RS-01672,2025-12-17,JKS-030,Jagakarsa,Jagakarsa,CURAT,18:00-23:59,37,Low,25,12,19,15,9,dummy-v1,True
RS-01673,2025-12-24,JKS-030,Jagakarsa,Jagakarsa,CURAS,00:00-06:00,27,Low,20,21,14,5,6,dummy-v1,True
RS-01674,2025-12-24,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,06:00-12:00,57,Moderate,18,19,8,8,4,dummy-v1,True
RS-01675,2025-12-24,JKS-030,Jagakarsa,Jagakarsa,CURAS,12:00-18:00,49,Moderate,29,25,11,9,8,dummy-v1,True
RS-01676,2025-12-24,JKS-030,Jagakarsa,Jagakarsa,CURAT,18:00-23:59,53,Moderate,24,14,20,5,6,dummy-v1,True
RS-01677,2025-12-31,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,00:00-06:00,43,Low,10,25,18,14,9,dummy-v1,True
RS-01678,2025-12-31,JKS-030,Jagakarsa,Jagakarsa,CURAT,06:00-12:00,58,Moderate,29,14,19,15,6,dummy-v1,True
RS-01679,2025-12-31,JKS-030,Jagakarsa,Jagakarsa,CURAS,12:00-18:00,32,Low,25,11,8,13,8,dummy-v1,True
RS-01680,2025-12-31,JKS-030,Jagakarsa,Jagakarsa,CURANMOR,18:00-23:59,66,Moderate,27,12,17,12,5,dummy-v1,True
RS-01681,2025-10-01,JKS-031,Jagakarsa,Ciganjur,CURAT,00:00-06:00,56,Moderate,23,6,7,11,2,dummy-v1,True
RS-01682,2025-10-01,JKS-031,Jagakarsa,Ciganjur,CURAS,06:00-12:00,39,Low,11,22,18,6,10,dummy-v1,True
RS-01683,2025-10-01,JKS-031,Jagakarsa,Ciganjur,CURAT,12:00-18:00,58,Moderate,16,19,10,9,3,dummy-v1,True
RS-01684,2025-10-01,JKS-031,Jagakarsa,Ciganjur,CURANMOR,18:00-23:59,57,Moderate,21,22,19,19,10,dummy-v1,True
RS-01685,2025-10-08,JKS-031,Jagakarsa,Ciganjur,CURAT,00:00-06:00,64,Moderate,13,25,19,20,10,dummy-v1,True
RS-01686,2025-10-08,JKS-031,Jagakarsa,Ciganjur,CURAT,06:00-12:00,57,Moderate,17,20,5,7,1,dummy-v1,True
RS-01687,2025-10-08,JKS-031,Jagakarsa,Ciganjur,CURANMOR,12:00-18:00,50,Moderate,29,24,17,8,10,dummy-v1,True
RS-01688,2025-10-08,JKS-031,Jagakarsa,Ciganjur,CURAT,18:00-23:59,36,Low,11,17,17,19,3,dummy-v1,True
RS-01689,2025-10-15,JKS-031,Jagakarsa,Ciganjur,CURAS,00:00-06:00,63,Moderate,26,14,16,13,6,dummy-v1,True
RS-01690,2025-10-15,JKS-031,Jagakarsa,Ciganjur,CURAT,06:00-12:00,54,Moderate,30,13,16,5,4,dummy-v1,True
RS-01691,2025-10-15,JKS-031,Jagakarsa,Ciganjur,CURANMOR,12:00-18:00,43,Low,26,7,5,15,2,dummy-v1,True
RS-01692,2025-10-15,JKS-031,Jagakarsa,Ciganjur,CURAT,18:00-23:59,77,High,21,16,12,7,10,dummy-v1,True
RS-01693,2025-10-22,JKS-031,Jagakarsa,Ciganjur,CURAT,00:00-06:00,47,Moderate,24,15,11,14,0,dummy-v1,True
RS-01694,2025-10-22,JKS-031,Jagakarsa,Ciganjur,CURANMOR,06:00-12:00,60,Moderate,30,12,8,17,0,dummy-v1,True
RS-01695,2025-10-22,JKS-031,Jagakarsa,Ciganjur,CURANMOR,12:00-18:00,39,Low,10,7,19,12,9,dummy-v1,True
RS-01696,2025-10-22,JKS-031,Jagakarsa,Ciganjur,CURAS,18:00-23:59,64,Moderate,26,8,15,12,7,dummy-v1,True
RS-01697,2025-10-29,JKS-031,Jagakarsa,Ciganjur,CURAT,00:00-06:00,38,Low,24,24,15,16,5,dummy-v1,True
RS-01698,2025-10-29,JKS-031,Jagakarsa,Ciganjur,CURANMOR,06:00-12:00,55,Moderate,14,17,11,5,7,dummy-v1,True
RS-01699,2025-10-29,JKS-031,Jagakarsa,Ciganjur,CURAS,12:00-18:00,29,Low,16,12,11,10,5,dummy-v1,True
RS-01700,2025-10-29,JKS-031,Jagakarsa,Ciganjur,CURAS,18:00-23:59,53,Moderate,12,9,19,7,7,dummy-v1,True
RS-01701,2025-11-05,JKS-031,Jagakarsa,Ciganjur,CURAS,00:00-06:00,61,Moderate,22,14,10,5,10,dummy-v1,True
RS-01702,2025-11-05,JKS-031,Jagakarsa,Ciganjur,CURAS,06:00-12:00,65,Moderate,25,19,9,19,0,dummy-v1,True
RS-01703,2025-11-05,JKS-031,Jagakarsa,Ciganjur,CURAT,12:00-18:00,39,Low,16,12,9,10,10,dummy-v1,True
RS-01704,2025-11-05,JKS-031,Jagakarsa,Ciganjur,CURAT,18:00-23:59,76,High,11,18,7,8,5,dummy-v1,True
RS-01705,2025-11-12,JKS-031,Jagakarsa,Ciganjur,CURAS,00:00-06:00,46,Moderate,26,7,8,13,9,dummy-v1,True
RS-01706,2025-11-12,JKS-031,Jagakarsa,Ciganjur,CURAS,06:00-12:00,69,Moderate,27,23,5,12,1,dummy-v1,True
RS-01707,2025-11-12,JKS-031,Jagakarsa,Ciganjur,CURAS,12:00-18:00,31,Low,20,7,6,7,7,dummy-v1,True
RS-01708,2025-11-12,JKS-031,Jagakarsa,Ciganjur,CURAS,18:00-23:59,65,Moderate,17,15,6,16,8,dummy-v1,True
RS-01709,2025-11-19,JKS-031,Jagakarsa,Ciganjur,CURAT,00:00-06:00,62,Moderate,14,21,20,16,1,dummy-v1,True
RS-01710,2025-11-19,JKS-031,Jagakarsa,Ciganjur,CURANMOR,06:00-12:00,40,Low,29,6,17,20,0,dummy-v1,True
RS-01711,2025-11-19,JKS-031,Jagakarsa,Ciganjur,CURAS,12:00-18:00,60,Moderate,11,16,12,14,10,dummy-v1,True
RS-01712,2025-11-19,JKS-031,Jagakarsa,Ciganjur,CURAS,18:00-23:59,83,High,21,23,5,19,8,dummy-v1,True
RS-01713,2025-11-26,JKS-031,Jagakarsa,Ciganjur,CURAT,00:00-06:00,25,Low,12,10,20,10,3,dummy-v1,True
RS-01714,2025-11-26,JKS-031,Jagakarsa,Ciganjur,CURANMOR,06:00-12:00,68,Moderate,30,17,16,8,5,dummy-v1,True
RS-01715,2025-11-26,JKS-031,Jagakarsa,Ciganjur,CURAT,12:00-18:00,62,Moderate,20,18,18,20,10,dummy-v1,True
RS-01716,2025-11-26,JKS-031,Jagakarsa,Ciganjur,CURAS,18:00-23:59,76,High,25,22,11,15,7,dummy-v1,True
RS-01717,2025-12-03,JKS-031,Jagakarsa,Ciganjur,CURANMOR,00:00-06:00,30,Low,15,10,16,17,1,dummy-v1,True
RS-01718,2025-12-03,JKS-031,Jagakarsa,Ciganjur,CURAS,06:00-12:00,55,Moderate,18,19,9,18,4,dummy-v1,True
RS-01719,2025-12-03,JKS-031,Jagakarsa,Ciganjur,CURANMOR,12:00-18:00,52,Moderate,14,21,9,14,7,dummy-v1,True
RS-01720,2025-12-03,JKS-031,Jagakarsa,Ciganjur,CURANMOR,18:00-23:59,62,Moderate,18,8,19,8,10,dummy-v1,True
RS-01721,2025-12-10,JKS-031,Jagakarsa,Ciganjur,CURAT,00:00-06:00,41,Low,19,9,9,9,0,dummy-v1,True
RS-01722,2025-12-10,JKS-031,Jagakarsa,Ciganjur,CURANMOR,06:00-12:00,40,Low,19,16,6,5,7,dummy-v1,True
RS-01723,2025-12-10,JKS-031,Jagakarsa,Ciganjur,CURAT,12:00-18:00,36,Low,17,18,9,10,3,dummy-v1,True
RS-01724,2025-12-10,JKS-031,Jagakarsa,Ciganjur,CURAS,18:00-23:59,82,High,13,12,17,18,6,dummy-v1,True
RS-01725,2025-12-17,JKS-031,Jagakarsa,Ciganjur,CURAT,00:00-06:00,28,Low,28,15,19,12,5,dummy-v1,True
RS-01726,2025-12-17,JKS-031,Jagakarsa,Ciganjur,CURANMOR,06:00-12:00,68,Moderate,19,15,13,14,0,dummy-v1,True
RS-01727,2025-12-17,JKS-031,Jagakarsa,Ciganjur,CURAS,12:00-18:00,70,High,18,24,14,16,1,dummy-v1,True
RS-01728,2025-12-17,JKS-031,Jagakarsa,Ciganjur,CURANMOR,18:00-23:59,91,Critical,29,25,15,9,7,dummy-v1,True
RS-01729,2025-12-24,JKS-031,Jagakarsa,Ciganjur,CURAS,00:00-06:00,62,Moderate,25,19,13,12,8,dummy-v1,True
RS-01730,2025-12-24,JKS-031,Jagakarsa,Ciganjur,CURANMOR,06:00-12:00,28,Low,12,25,18,11,0,dummy-v1,True
RS-01731,2025-12-24,JKS-031,Jagakarsa,Ciganjur,CURANMOR,12:00-18:00,54,Moderate,28,24,19,5,7,dummy-v1,True
RS-01732,2025-12-24,JKS-031,Jagakarsa,Ciganjur,CURANMOR,18:00-23:59,41,Low,25,15,10,10,10,dummy-v1,True
RS-01733,2025-12-31,JKS-031,Jagakarsa,Ciganjur,CURAS,00:00-06:00,57,Moderate,12,12,10,6,0,dummy-v1,True
RS-01734,2025-12-31,JKS-031,Jagakarsa,Ciganjur,CURANMOR,06:00-12:00,44,Low,14,16,15,12,9,dummy-v1,True
RS-01735,2025-12-31,JKS-031,Jagakarsa,Ciganjur,CURANMOR,12:00-18:00,42,Low,22,6,11,20,7,dummy-v1,True
RS-01736,2025-12-31,JKS-031,Jagakarsa,Ciganjur,CURANMOR,18:00-23:59,46,Moderate,20,20,10,16,2,dummy-v1,True
RS-01737,2025-10-01,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,00:00-06:00,40,Low,13,16,8,5,9,dummy-v1,True
RS-01738,2025-10-01,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,06:00-12:00,41,Low,29,5,18,10,1,dummy-v1,True
RS-01739,2025-10-01,JKS-032,Jagakarsa,Lenteng Agung,CURAS,12:00-18:00,41,Low,10,16,17,18,9,dummy-v1,True
RS-01740,2025-10-01,JKS-032,Jagakarsa,Lenteng Agung,CURAT,18:00-23:59,49,Moderate,27,11,7,18,6,dummy-v1,True
RS-01741,2025-10-08,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,00:00-06:00,38,Low,14,5,20,9,7,dummy-v1,True
RS-01742,2025-10-08,JKS-032,Jagakarsa,Lenteng Agung,CURAS,06:00-12:00,32,Low,29,16,12,12,6,dummy-v1,True
RS-01743,2025-10-08,JKS-032,Jagakarsa,Lenteng Agung,CURAT,12:00-18:00,62,Moderate,18,6,6,5,10,dummy-v1,True
RS-01744,2025-10-08,JKS-032,Jagakarsa,Lenteng Agung,CURAS,18:00-23:59,87,Critical,28,24,20,7,9,dummy-v1,True
RS-01745,2025-10-15,JKS-032,Jagakarsa,Lenteng Agung,CURAT,00:00-06:00,40,Low,18,12,10,20,7,dummy-v1,True
RS-01746,2025-10-15,JKS-032,Jagakarsa,Lenteng Agung,CURAT,06:00-12:00,56,Moderate,27,9,8,16,5,dummy-v1,True
RS-01747,2025-10-15,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,12:00-18:00,58,Moderate,23,21,7,19,3,dummy-v1,True
RS-01748,2025-10-15,JKS-032,Jagakarsa,Lenteng Agung,CURAT,18:00-23:59,90,Critical,15,10,7,12,2,dummy-v1,True
RS-01749,2025-10-22,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,00:00-06:00,26,Low,10,22,6,12,9,dummy-v1,True
RS-01750,2025-10-22,JKS-032,Jagakarsa,Lenteng Agung,CURAT,06:00-12:00,46,Moderate,22,19,19,17,3,dummy-v1,True
RS-01751,2025-10-22,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,12:00-18:00,60,Moderate,12,16,18,8,3,dummy-v1,True
RS-01752,2025-10-22,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,18:00-23:59,74,High,21,7,19,13,5,dummy-v1,True
RS-01753,2025-10-29,JKS-032,Jagakarsa,Lenteng Agung,CURAT,00:00-06:00,44,Low,18,18,16,20,2,dummy-v1,True
RS-01754,2025-10-29,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,06:00-12:00,64,Moderate,15,16,6,7,0,dummy-v1,True
RS-01755,2025-10-29,JKS-032,Jagakarsa,Lenteng Agung,CURAS,12:00-18:00,59,Moderate,16,23,18,20,10,dummy-v1,True
RS-01756,2025-10-29,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,18:00-23:59,48,Moderate,29,21,5,12,9,dummy-v1,True
RS-01757,2025-11-05,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,00:00-06:00,31,Low,21,15,14,11,5,dummy-v1,True
RS-01758,2025-11-05,JKS-032,Jagakarsa,Lenteng Agung,CURAT,06:00-12:00,46,Moderate,24,22,11,17,9,dummy-v1,True
RS-01759,2025-11-05,JKS-032,Jagakarsa,Lenteng Agung,CURAT,12:00-18:00,72,High,22,8,15,15,2,dummy-v1,True
RS-01760,2025-11-05,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,18:00-23:59,78,High,29,15,8,9,3,dummy-v1,True
RS-01761,2025-11-12,JKS-032,Jagakarsa,Lenteng Agung,CURAT,00:00-06:00,43,Low,24,17,17,9,1,dummy-v1,True
RS-01762,2025-11-12,JKS-032,Jagakarsa,Lenteng Agung,CURAT,06:00-12:00,31,Low,23,9,13,18,5,dummy-v1,True
RS-01763,2025-11-12,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,12:00-18:00,51,Moderate,14,20,19,13,0,dummy-v1,True
RS-01764,2025-11-12,JKS-032,Jagakarsa,Lenteng Agung,CURAS,18:00-23:59,60,Moderate,14,25,5,8,5,dummy-v1,True
RS-01765,2025-11-19,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,00:00-06:00,60,Moderate,30,11,12,10,5,dummy-v1,True
RS-01766,2025-11-19,JKS-032,Jagakarsa,Lenteng Agung,CURAT,06:00-12:00,54,Moderate,19,9,5,13,6,dummy-v1,True
RS-01767,2025-11-19,JKS-032,Jagakarsa,Lenteng Agung,CURAT,12:00-18:00,58,Moderate,19,13,16,20,4,dummy-v1,True
RS-01768,2025-11-19,JKS-032,Jagakarsa,Lenteng Agung,CURAT,18:00-23:59,74,High,25,24,7,5,9,dummy-v1,True
RS-01769,2025-11-26,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,00:00-06:00,35,Low,24,11,12,20,1,dummy-v1,True
RS-01770,2025-11-26,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,06:00-12:00,48,Moderate,20,5,20,8,6,dummy-v1,True
RS-01771,2025-11-26,JKS-032,Jagakarsa,Lenteng Agung,CURAS,12:00-18:00,30,Low,15,14,10,14,5,dummy-v1,True
RS-01772,2025-11-26,JKS-032,Jagakarsa,Lenteng Agung,CURAS,18:00-23:59,56,Moderate,18,11,5,15,8,dummy-v1,True
RS-01773,2025-12-03,JKS-032,Jagakarsa,Lenteng Agung,CURAT,00:00-06:00,67,Moderate,20,15,18,20,1,dummy-v1,True
RS-01774,2025-12-03,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,06:00-12:00,26,Low,23,25,16,14,9,dummy-v1,True
RS-01775,2025-12-03,JKS-032,Jagakarsa,Lenteng Agung,CURAT,12:00-18:00,42,Low,29,13,8,5,4,dummy-v1,True
RS-01776,2025-12-03,JKS-032,Jagakarsa,Lenteng Agung,CURAT,18:00-23:59,44,Low,10,11,19,8,8,dummy-v1,True
RS-01777,2025-12-10,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,00:00-06:00,27,Low,30,14,14,20,3,dummy-v1,True
RS-01778,2025-12-10,JKS-032,Jagakarsa,Lenteng Agung,CURAS,06:00-12:00,73,High,30,21,7,10,0,dummy-v1,True
RS-01779,2025-12-10,JKS-032,Jagakarsa,Lenteng Agung,CURAT,12:00-18:00,50,Moderate,22,7,11,6,5,dummy-v1,True
RS-01780,2025-12-10,JKS-032,Jagakarsa,Lenteng Agung,CURAT,18:00-23:59,79,High,20,20,15,9,9,dummy-v1,True
RS-01781,2025-12-17,JKS-032,Jagakarsa,Lenteng Agung,CURAT,00:00-06:00,52,Moderate,26,7,18,20,0,dummy-v1,True
RS-01782,2025-12-17,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,06:00-12:00,60,Moderate,29,24,13,13,8,dummy-v1,True
RS-01783,2025-12-17,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,12:00-18:00,35,Low,20,17,9,6,5,dummy-v1,True
RS-01784,2025-12-17,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,18:00-23:59,72,High,14,15,17,19,4,dummy-v1,True
RS-01785,2025-12-24,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,00:00-06:00,44,Low,16,14,20,17,1,dummy-v1,True
RS-01786,2025-12-24,JKS-032,Jagakarsa,Lenteng Agung,CURAS,06:00-12:00,25,Low,10,8,19,19,5,dummy-v1,True
RS-01787,2025-12-24,JKS-032,Jagakarsa,Lenteng Agung,CURANMOR,12:00-18:00,62,Moderate,16,9,10,5,6,dummy-v1,True
RS-01788,2025-12-24,JKS-032,Jagakarsa,Lenteng Agung,CURAS,18:00-23:59,67,Moderate,24,24,13,9,4,dummy-v1,True
